DokumentUrl*;Verknüpfungsart*;Abonnements;Dokumentbeschreibung;Sprache*;Dokumenttyp*;Dokumentnummer;Ausgabedatum;AcCode*;ID;Löschen
Document Url*;Url Type*;Subscriptions;Document Description;Language*;Document Type*;Document identifier;Publication date;AcCode*;ID;Delete
URL du document*;Type de lien*;Abonnements;Descriptif des documents;Langue*;Type de document*;Indice du document;Date de publication;AcCode*;ID;Supprimer
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=869042&vernum=1;Url;;DIN 19643-2 (1997-04-00);de;trule;DIN 19643-2;1997-04-00;DE18997471;97dd07c8-3374-4a2e-b0f5-b2ac210cd186;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=881550&vernum=1;Url;;DIN 18055 (1981-10-00);de;trule;DIN 18055;1981-10-00;DE18104930;35e8f40a-02a7-457a-a6ce-07580d2d7268;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=869477&vernum=1;Url;;DIN 19643-3 (1997-04-00);de;trule;DIN 19643-3;1997-04-00;DE18997472;ef57f16c-1293-46d2-a24c-c2c70cacafaf;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=881551&vernum=1;Url;;DIN 18095-1 (1988-10-00);de;trule;DIN 18095-1;1988-10-00;DE18805695;81aa0fb1-94b8-4c77-9674-3940993db7b4;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=881647&vernum=1;Url;;DIN 16536-2 (1995-12-00);de;trule;DIN 16536-2;1995-12-00;DE18973458;50a2a9e4-782d-4f15-90d9-873d035a0fc1;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=896976&vernum=2;Url;;DIN 16901 (1982-11-00);en;trule;DIN 16901;1982-11-00;DE18207779;dcee186b-5dca-495e-a31e-3a51e6112d77;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=1963976&vernum=1;Url;;DIN 16781-2 (1989-01-00);de;trule;DIN 16781-2;1989-01-00;DE18807336;98b1bf2d-cde3-41e2-9145-127a7c800677;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=1021148&vernum=1;Url;;DIN 18202 (1997-04-00);de;trule;DIN 18202;1997-04-00;DE18997437;95010aac-d236-4945-948b-cbaf18a040ed;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=1964166&vernum=1;Url;;DIN 16985 (1989-06-00);de;trule;DIN 16985;1989-06-00;DE18901711;f145bbd2-4f7c-4bfd-aef4-7d1548930e1e;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=1964165&vernum=1;Url;;DIN 16781-1 (1988-01-00);de;trule;DIN 16781-1;1988-01-00;DE18704736;ac1a8d73-cfaf-4777-9bb2-4cd657bc180f;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=29667323&vernum=2;Url;;DIN 18650-2 (2010-06-00);de;trule;DIN 18650-2;2010-06-00;DE30038989;e4d3bedd-4449-4b31-8b04-107300186297;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=17783030&vernum=1;Url;;DIN 17611 (2000-12-00);en;trule;DIN 17611;2000-12-00;DE45756093;460ba769-ab00-43db-a6ae-b473b48c3d4f;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=29668099&vernum=2;Url;;DIN 18650-1 (2010-06-00);de;trule;DIN 18650-1;2010-06-00;DE30038991;76482e4f-f3cb-450b-b49b-2a30e200af49;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=33477528&vernum=1;Url;;DIN 16901 (1982-11-00);de;trule;DIN 16901;1982-11-00;DE18207779;a8c2ba2c-ccba-46c0-a3d4-aab38bf40555;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=35222385&vernum=2;Url;;DIN 16742 (2013-10-00);mu;trule;DIN 16742;2013-10-00;DE30055467;593135cc-1064-45ad-a950-ebff17de325d;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=42996598&vernum=1;Url;;DIN 17862 (2012-03-00);de;trule;DIN 17862;2012-03-00;DE30047431;8aa9cf05-4114-40c7-aa52-7b8d708c76f8;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=37219463&vernum=2;Url;;DIN 16742 Berichtigung 1 (2014-02-00);de;trule;DIN 16742 Berichtigung 1;2014-02-00;DE30056727;8b40ac00-33e1-4b28-9f9d-b6db417737e0;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=45770899&vernum=1;Url;;DIN 17745 (2002-09-00);de;trule;DIN 17745;2002-09-00;DE45509080;f9193969-3625-4b92-a5c5-32dad6ed3ede;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=52449813&vernum=1;Url;;DIN 17014-3 (1976-05-00);de;trule;DIN 17014-3;1976-05-00;DE00007298;98e7f5f1-1f8b-4113-9d96-330c6f1dd973;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101056&vernum=1;Url;;DIN 18531-1 (2010-05-00);de;trule;DIN 18531-1;2010-05-00;DE30038582;5c9f6823-bf00-43c6-890c-0c090ac0d5d7;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101278&vernum=1;Url;;DIN 18195-4 (2011-12-00);de;trule;DIN 18195-4;2011-12-00;DE30046843;3a4d02fe-c384-4363-9439-b4b49a94f7b6;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101571&vernum=1;Url;;DIN 18195-5 (2011-12-00);de;trule;DIN 18195-5;2011-12-00;DE30046842;8402a3c8-5587-4d09-8132-3dd668c8171e;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101663&vernum=1;Url;;DIN 18195-7 (2009-07-00);de;trule;DIN 18195-7;2009-07-00;DE30034294;61002430-4e60-4545-a7ae-42a5874b26c3;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101769&vernum=1;Url;;DIN 18195-3 (2011-12-00);de;trule;DIN 18195-3;2011-12-00;DE30046844;f84018e2-f29b-4155-b5a6-72cb79670970;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101670&vernum=1;Url;;DIN 18531-4 (2010-05-00);de;trule;DIN 18531-4;2010-05-00;DE30038585;8702b49f-a2d8-472f-92f9-f41dc304a3b4;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101861&vernum=1;Url;;DIN 18195-2 (2009-04-00);de;trule;DIN 18195-2;2009-04-00;DE30033893;e9f371c0-02c4-4923-a3a6-b5c84d9a13f2;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53101864&vernum=1;Url;;DIN 18531-3 (2010-05-00);de;trule;DIN 18531-3;2010-05-00;DE30038584;88e1ed30-4592-481c-95df-e063d2253759;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53102041&vernum=1;Url;;DIN 18195-9 (2010-05-00);de;trule;DIN 18195-9;2010-05-00;DE30038377;ad7037e1-cc12-4b11-9101-ed351804c416;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53102152&vernum=1;Url;;DIN 18531-2 (2010-05-00);de;trule;DIN 18531-2;2010-05-00;DE30038583;b73c421b-9708-41a9-8a2c-964fb0123f64;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53102237&vernum=1;Url;;DIN 18195-8 (2011-12-00);de;trule;DIN 18195-8;2011-12-00;DE30046840;22dd2659-80f2-4f52-8970-4ba9c6850f52;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53102743&vernum=1;Url;;DIN 18195 Beiblatt 1 (2011-03-00);de;trule;DIN 18195 Beiblatt 1;2011-03-00;DE30043217;46ca92d0-b36b-4dd5-89d3-aa0c5ef6a4df;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53102932&vernum=1;Url;;DIN 18195-1 (2011-12-00);de;trule;DIN 18195-1;2011-12-00;DE30046845;d27b559b-0caf-4eb7-a203-f8dbeb9c67b9;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=53102744&vernum=1;Url;;DIN 18195-6 (2011-12-00);de;trule;DIN 18195-6;2011-12-00;DE30046841;25578eb7-609c-4c8e-ab4e-164fd493e43d;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=366483&vernum=1;Url;;DIN 65181 (1989-11-00);de;trule;DIN 65181;1989-11-00;DE18904814;33e69849-0fa2-4591-b0ef-d0ff7f48968c;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=366592&vernum=1;Url;;DIN 61206 (1976-04-00);de;trule;DIN 61206;1976-04-00;DE00013867;5e4a38c2-d159-4fb4-bfaa-fdabd86c001d;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=366594&vernum=1;Url;;DIN 65183 (1988-12-00);de;trule;DIN 65183;1988-12-00;DE18806879;62d224b1-0cf9-4cab-a181-19c88b8a407a;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=124424&vernum=1;Url;;DIN 69872 (1988-07-00);mu;trule;DIN 69872;1988-07-00;DE18804344;8fd2281e-e918-418e-91e7-aa60565deb94;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=234804&vernum=1;Url;;DIN 81249-2 (1997-11-00);mu;trule;DIN 81249-2;1997-11-00;DE19006606;0860f72f-fbac-4e95-adc7-8382a6a606fe;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=235070&vernum=1;Url;;DIN 66025-2 (1988-09-00);de;trule;DIN 66025-2;1988-09-00;DE18805318;15b7d968-0042-4870-bc2c-d23251abbc83;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=235101&vernum=1;Url;;DIN 81249-3 (1997-11-00);mu;trule;DIN 81249-3;1997-11-00;DE19006607;c3091849-d7d2-47e6-be3a-3779164644ce;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=235100&vernum=1;Url;;DIN 81249-4 (1997-11-00);mu;trule;DIN 81249-4;1997-11-00;DE19006608;2f16253f-2c6d-427c-b14b-158c137bb19e;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=234932&vernum=1;Url;;DIN 66025-1 (1983-01-00);de;trule;DIN 66025-1;1983-01-00;DE18208579;be39fbd1-7ccd-4f72-b471-cc0c00f47a37;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=235373&vernum=1;Url;;DIN 81249-1 (1997-11-00);mu;trule;DIN 81249-1;1997-11-00;DE19006605;dde0e739-8d3d-46c0-a32b-b6c1752e889b;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327135&vernum=1;Url;;DIN 66001 (1983-12-00);de;trule;DIN 66001;1983-12-00;DE18305020;fb6b2758-c991-4d6b-8788-76a7769cfd92;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327136&vernum=1;Url;;DIN 66004-1 (1983-01-00);de;trule;DIN 66004-1;1983-01-00;DE18208319;7a285448-701d-4014-8180-c3642607b673;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327137&vernum=1;Url;;DIN 66004-3 (1983-01-00);de;trule;DIN 66004-3;1983-01-00;DE18208320;0094aaef-3424-43a5-8846-20eb2f756aa2;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327141&vernum=1;Url;;DIN 66020-2 (1982-08-00);de;trule;DIN 66020-2;1982-08-00;DE18205323;77d1c06e-146b-4e9b-a48e-93a2f24cfb25;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327144&vernum=1;Url;;DIN 66021-9 (1983-04-00);de;trule;DIN 66021-9;1983-04-00;DE18300499;ccd0f25c-ac16-4745-a5f1-f411ff1efc27;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327140&vernum=1;Url;;DIN 66019 (1976-05-00);de;trule;DIN 66019;1976-05-00;DE00013547;bc7b52ab-b183-4789-8188-1d55fc34a5ce;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327149&vernum=1;Url;;DIN 66141 (1974-02-00);de;trule;DIN 66141;1974-02-00;DE00013074;0efa5cef-603a-44d5-a106-b223a7496c13;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327150&vernum=1;Url;;DIN 66143 (1974-03-00);de;trule;DIN 66143;1974-03-00;DE00013058;629973b2-2b04-4547-9dfb-29af126adcb2;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327151&vernum=1;Url;;DIN 66215-1 (1974-08-00);de;trule;DIN 66215-1;1974-08-00;DE00013185;325cfe5c-75de-4a9c-a4e2-67902d8ef8d0;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327152&vernum=1;Url;;DIN 66217 (1975-12-00);de;trule;DIN 66217;1975-12-00;DE00013406;cf4efd06-a6bc-472e-886a-055afcf45bdd;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327242&vernum=1;Url;;DIN 66001 Beiblatt 1 (1983-12-00);de;trule;DIN 66001 Beiblatt 1;1983-12-00;DE18305019;7ae8314d-bb0b-419c-bfc5-a2812bb6eb41;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327252&vernum=1;Url;;DIN 66021-4 (1977-07-00);de;trule;DIN 66021-4;1977-07-00;DE00013986;aae9120f-df70-4e3b-97d1-2bcc547b11ba;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327247&vernum=1;Url;;DIN 66009 (1977-09-00);de;trule;DIN 66009;1977-09-00;DE00014929;687644d7-b4c4-428d-bf0c-d8254553f92a;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327253&vernum=1;Url;;DIN 66029 (1987-09-00);de;trule;DIN 66029;1987-09-00;DE18702782;8dd79572-5024-44b5-8bf0-ea245abe895d;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327262&vernum=1;Url;;DIN 66223-4 (1978-01-00);de;trule;DIN 66223-4;1978-01-00;DE00014934;b0c64525-b388-4116-b4f7-62bd8502b0df;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327264&vernum=1;Url;;DIN 66232 (1985-08-00);de;trule;DIN 66232;1985-08-00;DE18502864;963bf05d-8463-4c54-8951-8c1dc5e91843;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327263&vernum=1;Url;;DIN 66230 (1981-01-00);de;trule;DIN 66230;1981-01-00;DE18004240;83061f11-af1b-4ffc-b517-58bbccd1d98c;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327265&vernum=1;Url;;DIN 66246-1 (1983-10-00);de;trule;DIN 66246-1;1983-10-00;DE18303820;6d5b9d04-027f-4643-aa81-b75e5db40404;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327342&vernum=1;Url;;DIN 66004-2 (1982-09-00);de;trule;DIN 66004-2;1982-09-00;DE18205963;679efeff-0cfe-4136-8f0f-515eef0edfe0;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327348&vernum=1;Url;;DIN 66010 (1988-09-00);mu;trule;DIN 66010;1988-09-00;DE18805196;fb3e8d22-76f6-4833-be7f-0c2029fc491f;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327353&vernum=1;Url;;DIN 66034 (1967-08-00);de;trule;DIN 66034;1967-08-00;DE00012849;ae35de2f-a766-4884-8591-aa23abd61f32;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327354&vernum=1;Url;;DIN 66037 (1967-08-00);de;trule;DIN 66037;1967-08-00;DE00012850;1cdfba01-e446-45bc-91e5-1acdb12493c5;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327345&vernum=1;Url;;DIN 66004-4 (1982-09-00);de;trule;DIN 66004-4;1982-09-00;DE18205964;e13e0890-8cb7-46fe-ac2d-3c8385d624b0;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327359&vernum=1;Url;;DIN 66215-2 (1982-02-00);mu;trule;DIN 66215-2;1982-02-00;DE18200220;b5d13d60-ac73-4f69-9be2-92529014bef5;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327360&vernum=1;Url;;DIN 66216 (1983-04-00);de;trule;DIN 66216;1983-04-00;DE18300500;2304c3f8-46a3-4cf7-a7c9-0d8c2bce296f;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327363&vernum=1;Url;;DIN 66219 (1976-04-00);de;trule;DIN 66219;1976-04-00;DE00013495;442fe955-b0dc-4752-944b-739a91e7e764;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327365&vernum=1;Url;;DIN 66223-3 (1978-01-00);de;trule;DIN 66223-3;1978-01-00;DE00014933;05a47d36-1f3e-447d-9ba3-ba1a9ef86fb5;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327364&vernum=1;Url;;DIN 66223-2 (1978-01-00);de;trule;DIN 66223-2;1978-01-00;DE00014932;86a41fb9-f50b-43e3-9748-76b942bddfa5;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327366&vernum=1;Url;;DIN 66225 (1979-01-00);de;trule;DIN 66225;1979-01-00;DE00014935;0b53120d-e86c-4193-a55b-41734440dbac;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=327369&vernum=1;Url;;DIN 66231 (1982-10-00);de;trule;DIN 66231;1982-10-00;DE18206594;dd717de3-9a0e-437d-a612-f5935cf8f9a5;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332379&vernum=1;Url;;DIN 66259-1 (1981-05-00);de;trule;DIN 66259-1;1981-05-00;DE18101731;f2adf199-b8c5-4b3a-854e-364ff425989b;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332382&vernum=1;Url;;DIN 66301 (1986-07-00);de;trule;DIN 66301;1986-07-00;DE18602106;9c9883af-29d3-4b49-8c87-bb7e583bd397;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332385&vernum=1;Url;;DIN 66349 (1983-10-00);de;trule;DIN 66349;1983-10-00;DE18303821;46f667c3-74cb-49de-adb3-18ab4534db50;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332390&vernum=1;Url;;DIN 69051-1 (1989-05-00);de;trule;DIN 69051-1;1989-05-00;DE18901388;2ab9e6ae-b214-47e2-9674-e5515c520a8e;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332395&vernum=1;Url;;DIN 69110 (1978-10-00);de;trule;DIN 69110;1978-10-00;DE00014328;0125c1c7-d3eb-4372-b399-0aded0051e04;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332407&vernum=1;Url;;DIN V 66304 (1991-12-00);de;trule;DIN V 66304;1991-12-00;DE18923868;e01091c3-59fd-48c1-8638-7f12c156e5f7;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332489&vernum=1;Url;;DIN 66258-2 (1987-01-00);de;trule;DIN 66258-2;1987-01-00;DE18605328;fde1b1e3-fcae-4a33-b16f-36c99434ab79;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332490&vernum=1;Url;;DIN 66261 (1985-11-00);mu;trule;DIN 66261;1985-11-00;DE18504647;bd9d8f9f-4cb7-4257-a14d-0b1eb28389a4;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332491&vernum=1;Url;;DIN 66348-1 (1986-09-00);de;trule;DIN 66348-1;1986-09-00;DE18603312;dd58c2a4-7c6f-4a93-8369-a3e7988d6869;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332502&vernum=1;Url;;DIN 68861-2 (1981-12-00);de;trule;DIN 68861-2;1981-12-00;DE18105914;fe503586-010b-4081-abd6-636c2f9903be;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332506&vernum=1;Url;;DIN 69051-4 (1989-04-00);de;trule;DIN 69051-4;1989-04-00;DE18900506;019fb3ca-6a91-4b18-87b0-0574deaf8f16;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332494&vernum=1;Url;;DIN 67528 (1993-12-00);de;trule;DIN 67528;1993-12-00;DE18946529;07413a63-736b-45e3-be30-fb4fb4f7f49b;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332505&vernum=1;Url;;DIN 69051-3 (1989-05-00);de;trule;DIN 69051-3;1989-05-00;DE18901390;edcba8f7-b2bf-4b75-bce7-c869faab8d4a;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332510&vernum=1;Url;;DIN 68861-6 (1981-10-00);de;trule;DIN 68861-6;1981-10-00;DE18104240;57ff9a3d-6dc2-42f1-9b7e-386fb50b53c9;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332516&vernum=1;Url;;DIN 69901 (1987-08-00);de;trule;DIN 69901;1987-08-00;DE18702305;f5607a45-9642-4b5e-b216-bc6b37a5a46b;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332525&vernum=1;Url;;DIN V 69063-6 (1996-01-00);de;trule;DIN V 69063-6;1996-01-00;DE18975677;cb5b87a0-718c-4f07-acb0-9d2ca320072b;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332509&vernum=1;Url;;DIN 68861-4 (1981-12-00);de;trule;DIN 68861-4;1981-12-00;DE18105915;c25a28f6-bbef-41ea-a574-85b4f7abef8e;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332513&vernum=1;Url;;DIN 69873 (1993-07-00);de;trule;DIN 69873;1993-07-00;DE18942085;dd0d301b-1452-4625-9cc1-519b955a3498;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332526&vernum=1;Url;;DIN V 69893-5 (1996-01-00);de;trule;DIN V 69893-5;1996-01-00;DE18975678;e6cc8516-8cd5-45bc-b3a2-ad7b7067a5ec;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332608&vernum=1;Url;;DIN 67519 (1970-08-00);de;trule;DIN 67519;1970-08-00;DE00012406;91656854-187f-4e1a-b6b2-ee5b10bde92b;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332605&vernum=1;Url;;DIN 66348-2 (1989-09-00);de;trule;DIN 66348-2;1989-09-00;DE18903664;11d26ee0-da2b-4df3-b028-757d7ee6b5dc;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332610&vernum=1;Url;;DIN 68101 (1984-12-00);de;trule;DIN 68101;1984-12-00;DE18405240;ee23bd15-0c53-48f9-bd47-866535f30772;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332609&vernum=1;Url;;DIN 68100 (1984-12-00);de;trule;DIN 68100;1984-12-00;DE18405239;469062b1-e965-49e6-b975-1956f59b06fc;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332616&vernum=1;Url;;DIN 69051-2 (1989-05-00);de;trule;DIN 69051-2;1989-05-00;DE18901389;055368ac-0e59-452d-b17c-94b8856be876;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332621&vernum=1;Url;;DIN 69051-6 (1989-04-00);de;trule;DIN 69051-6;1989-04-00;DE18900508;25d43b46-4870-4dc1-9a30-f2625b3b3ab1;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=332626&vernum=1;Url;;DIN 69871-1 (1995-10-00);de;trule;DIN 69871-1;1995-10-00;DE18971446;82ce507f-8b1d-4f1c-8b51-07c438da0962;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=741684&vernum=1;Url;;DIN 66030 (2002-05-00);de;trule;DIN 66030;2002-05-00;DE45509047;aa3a73e7-606e-4023-bec3-11614631739d;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=591555&vernum=1;Url;;DIN 69051-5 (2001-02-00);de;trule;DIN 69051-5;2001-02-00;DE45803063;be35448d-e565-4f38-98e9-bb6d74e8465a;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=745968&vernum=1;Url;;DIN 69063-2 (2003-05-00);de;trule;DIN 69063-2;2003-05-00;DE30005238;98e35b02-8645-4f52-a76b-4ae34949404a;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=846668&vernum=1;Url;;DIN 69893-2 (2003-05-00);de;trule;DIN 69893-2;2003-05-00;DE30005380;115fad6f-4b65-4d5e-9e97-7ee75f560491;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=746051&vernum=1;Url;;DIN 69063-1 (2003-05-00);de;trule;DIN 69063-1;2003-05-00;DE30005237;555cd9bf-54ff-4969-8a82-6bdef9302473;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=846665&vernum=2;Url;;DIN 69893-1 (2003-05-00);de;trule;DIN 69893-1;2003-05-00;DE30005378;a83e8604-de0d-4985-94d6-46801d92b3e5;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=846671&vernum=1;Url;;DIN 69893-6 (2003-05-00);de;trule;DIN 69893-6;2003-05-00;DE30005383;c5a5ea87-ceb9-4aaa-9b2e-eb01778dc56c;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=5390358&vernum=1;Url;;DIN 65079 (1987-12-00);de;trule;DIN 65079;1987-12-00;DE18704090;343c6d42-c08c-432a-8521-05d960708e39;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=1221083&vernum=1;Url;;DIN 69893-2 Berichtigung 1 (2005-01-00);de;trule;DIN 69893-2 Berichtigung 1;2005-01-00;DE30013904;cbe25369-24d1-4b68-9f55-3aaffcdba781;
http://jhci.global.jhcn.net/livelink/llisapi.dll?func=doc.Fetch&nodeId=31441667&vernum=1;Url;;DIN 69893-5 (2006-11-00);de;trule;DIN 69893-5;2006-11-00;DE30021433;7c678cc9-c958-4e56-a643-691b3575db8f;
